6;5;2400001;0;2300001;0;0;0;0117601;0117601;0117601;2;
6;5000;2400006 ;0;2300001;0;0;0;0114001;0115201;0116401;9;
6;10000;2400010 ;0;2300002;0;0;0;0114101;0115301;0116501;17;
6;20000;2400017 ;0;2300003;0;0;0;0114201;0115401;0116601;25;
6;100000;2400106 ;2500003;2300103;0;0;0;0114301;0115501;0116701;33;
6;200000;2400114 ;2500107;2300106;0;0;0;0114401;0115601;0116801;41;
6;300000;2400125 ;2500212 ;2300110;0;0;0;0114501;0115701;0116901;49;
6;400000;2400214 ;2500305;2300206;0;0;0;0114601;0115801;0117001;55;
6;500000;2400230 ;2500410 ;2300212;0;0;0;0114701;0115901;0117101;61;
6;600000;2400249 ;2500516 ;2300219;0;0;0;0114801;0116001;0117201;67;
6;700000;2400324 ;2500606;2300310;0;0;0;0114901;0116101;0117301;73;
6;800000;2400353 ;2500813 ;2300321;0;0;0;0115001;0116201;0117401;82;
6;900000;2400383 ;2500920 ;2300332;0;0;0;0115101;0116301;0117501;85;
7;5000;2400006 ;0;2300001;0;0;0;0212801;0214001;0215201;8;
7;10000;2400010 ;0;2300002;0;0;0;0212901;0214101;0215301;16;
7;20000;2400017 ;0;2300003;0;0;0;0213001;0214201;0215401;24;
7;100000;2400107 ;2500004;2300103;0;0;0;0213101;0214301;0215501;32;
7;200000;2400115 ;2500107;2300106;0;0;0;0213201;0214401;0215601;40;
7;300000;2400127 ;2500213 ;2300110;0;0;0;0213301;0214501;0215701;48;
7;400000;2400216 ;2500305;2300204;0;0;0;0213401;0214601;0215801;54;
7;500000;2400233 ;2500411 ;2300212;0;0;0;0213501;0214701;0215901;60;
7;600000;2400254 ;2500517 ;2300219;0;0;0;0213601;0214801;0216001;66;
7;700000;2400327 ;2500607;2300310;0;0;0;0213701;0214901;0216101;72;
7;800000;2400359 ;2500814 ;2300320;0;0;0;0213801;0215001;0216201;81;
7;900000;2400392 ;2500921 ;2300331;0;0;0;0213901;0215101;0216301;84;
8;5;2400401 ;0;2300801;0;0;0;0317901;0317901;0317901;2;
8;5000;2400406 ;0;2300801;0;0;0;0314301;0315501;0316701;7;
8;10000;2400411 ;0;2300802;0;0;0;0314401;0315601;0316801;19;
8;20000;2400417 ;0;2300803;0;0;0;0314501;0315701;0316901;25;
8;100000;2400506 ;2500003;2300903;0;0;0;0314601;0315801;0317001;31;
8;200000;2400513 ;2500107;2300905;0;0;0;0314701;0315901;0317101;37;
8;300000;2400522 ;2500211 ;2300909;0;0;0;0314801;0316001;0317201;43;
8;400000;2400613 ;2500305;2300904;0;0;0;0314901;0316101;0317301;49;
8;500000;2400628 ;2500410 ;2301011;0;0;0;0315001;0316201;0317401;56;
8;600000;2400647 ;2500516 ;2301018;0;0;0;0315101;0316301;0317501;64;
8;700000;2400724 ;2500606;2301110;0;0;0;0315201;0316401;0317601;72;
8;800000;2400752 ;2500813 ;2301120;0;0;0;0315301;0316501;0317701;80;
8;900000;2400782 ;2500920 ;2301131;0;0;0;0315401;0316601;0317801;84;
9;5;2400801;0;2300801;0;0;0;0417601;0417601;0417601;2;
9;5000;2400806 ;0;2300801;0;0;0;0414001;0415201;0416401;9;
9;10000;2400810 ;0;2300802;0;0;0;0414101;0415301;0416501;17;
9;20000;2400817 ;0;2300803;0;0;0;0414201;0415401;0416601;25;
9;100000;2400906 ;2500003;2300903;0;0;0;0414301;0415501;0416701;33;
9;200000;2400914 ;2500107;2300906;0;0;0;0414401;0415601;0416801;41;
