90;0;波利寶珠;415;1;-1;16;1000;1;-1;00000;4;棲息於奇科巧克地區，果凍型寵物實力非常弱，對人類沒有侵略性。;1;
90;1;波利寶珠;415;2;-1;16;2500;1;-1;29001;4;棲息於奇科巧克地區，果凍型寵物實力非常弱，對人類沒有侵略性。;1;
90;2;波利寶珠;415;3;4;16;5000;1;-1;29002;4;棲息於奇科巧克地區，果凍型寵物實力非常弱，對人類沒有侵略性。;1;
90;3;土波利寶珠;414;1;-1;5;1000;1;-1;00000;4;沙漠型波利，已經進化到能承受沙漠地形的波利亞種，有一種特殊習性會吞食掉落的道具。;1;
90;4;土波利寶珠;414;2;-1;5;2500;1;-1;31001;4;沙漠型波利，已經進化到能承受沙漠地形的波利亞種，有一種特殊習性會吞食掉落的道具。;1;
90;5;土波利寶珠;414;3;4;5;5000;1;-1;31002;4;沙漠型波利，已經進化到能承受沙漠地形的波利亞種，有一種特殊習性會吞食掉落的道具。;1;
90;6;瘋兔寶珠;416;1;-1;9;1000;1;-1;00000;4;棲息於奇科巧克地區，是一種囓齒動物有著蓬鬆柔軟的毛髮，很喜歡胡蘿蔔。;1;
90;7;瘋兔寶珠;416;2;-1;9;2500;1;-1;30001;4;棲息於奇科巧克地區，是一種囓齒動物有著蓬鬆柔軟的毛髮，很喜歡胡蘿蔔。;1;
90;8;瘋兔寶珠;416;3;5;9;5000;1;-1;30002;4;棲息於奇科巧克地區，是一種囓齒動物有著蓬鬆柔軟的毛髮，很喜歡胡蘿蔔。;1;
90;9;蘑菇寶珠;417;1;-1;19;1000;1;-1;00000;4;蘑菇型怪物，擁有一個胖呼呼的身體，能夠吸引所有經過旅行者的注意。;1;
90;10;蘑菇寶珠;417;2;-1;19;2500;1;-1;33001;4;蘑菇型怪物，擁有一個胖呼呼的身體，能夠吸引所有經過旅行者的注意。;1;
90;11;蘑菇寶珠;417;3;10;19;5000;1;-1;33002;4;蘑菇型怪物，擁有一個胖呼呼的身體，能夠吸引所有經過旅行者的注意。;1;
90;12;藍瘋兔寶珠;418;1;-1;6;1000;1;-1;00000;4;有著藍色的毛髮，體型較大且更瘋狂的瘋兔亞種。;1;
90;13;藍瘋兔寶珠;418;2;-1;6;2500;1;-1;32001;4;有著藍色的毛髮，體型較大且更瘋狂的瘋兔亞種。;1;
90;14;藍瘋兔寶珠;418;3;6;6;5000;1;-1;32002;4;有著藍色的毛髮，體型較大且更瘋狂的瘋兔亞種。;1;
90;15;小雞寶珠;419;1;-1;13;1000;1;-1;00000;4;大嘴鳥的幼崽，體型相當小但繁殖速度很快，主要住在沙漠地區已小昆蟲為食。;1;
90;16;小雞寶珠;419;2;-1;13;2500;1;-1;09002;4;大嘴鳥的幼崽，體型相當小但繁殖速度很快，主要住在沙漠地區已小昆蟲為食。;1;
90;17;小雞寶珠;419;3;2;13;5000;1;-1;09004;4;大嘴鳥的幼崽，體型相當小但繁殖速度很快，主要住在沙漠地區已小昆蟲為食。;1;
90;18;波波利寶珠;420;1;-1;15;1000;1;-1;00000;4;沼澤型波利，長期在沼澤環境生長，身體會產生毒素請小心。;1;
90;19;波波利寶珠;420;2;-1;15;2500;1;-1;01040;4;沼澤型波利，長期在沼澤環境生長，身體會產生毒素請小心。;1;
90;20;波波利寶珠;420;3;4;15;5000;1;-1;01080;4;沼澤型波利，長期在沼澤環境生長，身體會產生毒素請小心。;1;
90;21;天使波利寶珠;421;1;-1;0;1000;1;-1;00000;4;波利的最終進化型態，外表非常可愛~但他可是很強的喔!;1;
90;22;天使波利寶珠;421;2;-1;0;2500;1;-1;10001;4;波利的最終進化型態，外表非常可愛~但他可是很強的喔!;1;
90;23;天使波利寶珠;421;3;8;0;5000;1;-1;10002;4;波利的最終進化型態，外表非常可愛~但他可是很強的喔!;1;
90;24;小野狼寶珠;422;1;-1;8;1000;1;-1;00000;4;複數地區都常看到的野狼，以小動物為食物。;1;
90;25;小野狼寶珠;422;2;-1;8;2500;1;-1;11001;6;複數地區都常看到的野狼，以小動物為食物。;1;
90;26;小野狼寶珠;422;3;1;8;5000;1;-1;11002;6;複數地區都常看到的野狼，以小動物為食物。;1;
90;27;小野豬寶珠;423;1;-1;17;1000;1;-1;00000;6;野豬的幼崽，是嬌小可愛的寵物。;1;
90;28;小野豬寶珠;423;2;-1;17;2500;1;-1;39002;6;野豬的幼崽，是嬌小可愛的寵物。;1;
90;29;小野豬寶珠;423;3;3;17;5000;1;-1;39004;6;野豬的幼崽，是嬌小可愛的寵物。;1;
