1;1250;1900202;0;0;0;0;0;2300101;
1;7500;1900505;0;0;0;0;0;2300201;
1;15000;1900805;0;0;0;0;0;2300301;
1;1250;2000202;0;0;0;0;0;2300901;
1;7500;2000505;0;0;0;0;0;2301001;
1;15000;2000805;0;0;0;0;0;2301101;
1;1250;2100202;0;0;0;0;0;2301301;
1;7500;2100505;0;0;0;0;0;2301401;
1;15000;2100805;0;0;0;0;0;2301501;
1;1250;1800202;0;0;0;0;0;2300501;
1;7500;1800505;0;0;0;0;0;2300601;
1;15000;1800805;0;0;0;0;0;2300701;
2;250;1900005;0;0;0;0;0;1900101;
2;500;1900105;1307701;0;0;0;0;1900201;
2;500;1900305;0;0;0;0;0;1900401;
2;1000;1900405;1307701;0;0;0;0;1900501;
2;1000;1900605;0;0;0;0;0;1900701;
2;2000;1900705;1307701;0;0;0;0;1900801;
3;250;1800005;0;0;0;0;0;1800101;
3;500;1800105;1307701;0;0;0;0;1800201;
3;500;1800305;0;0;0;0;0;1800401;
3;1000;1800405;1307701;0;0;0;0;1800501;
3;1000;1800605;0;0;0;0;0;1800701;
3;2000;1800705;1307701;0;0;0;0;1800801;
4;250;2000005;0;0;0;0;0;2000101;
4;500;2000105;1307701;0;0;0;0;2000201;
4;500;2000305;0;0;0;0;0;2000401;
4;1000;2000405;1307701;0;0;0;0;2000501;
4;1000;2000605;0;0;0;0;0;2000701;
4;2000;2000705;1307701;0;0;0;0;2000801;
5;250;2100005;0;0;0;0;0;2100101;
5;500;2100105;1307701;0;0;0;0;2100201;
5;500;2100305;0;0;0;0;0;2100401;
5;1000;2100405;1307701;0;0;0;0;2100501;
5;1000;2100605;0;0;0;0;0;2100701;
5;2000;2100705;1307701;0;0;0;0;2100801;
1;10000;2503015;0;0;0;0;0;2503701;
1;50000;2503130;0;0;0;0;0;2503801;
1;100000;2503245;0;0;0;0;0;2503901;
1;50000;2503301;2503401;2503501;2503601;0;0;2504001;END;
