12;0;藍色藥水;156;80;1;SP約恢復60。;
12;1;道爾道爾樹葉;273;1000;1;好像比之前感受到的香氣更加濃烈;
12;2;生肉;165;10;1;HP略微恢復，;
12;3;初級者使用的藥水;157;20;1;HP約恢復20。;
12;4;紅色藥水;157;50;1;HP約恢復45。;
12;5;紅色藥草;242;100;1;濃香感受的紅色樹葉。好像可以吃。（恢復效果）;
12;6;厚塊肉;166;80;1;HP恢復，;
12;7;綠色草藥;240;500;1;優雅美麗的綠色草藥。好像可以吃。（恢復效果）;
12;8;朱紅藥水;158;200;1;HP約恢復105。;
12;9;黃色藥水;159;550;1;HP約恢復175。;
12;10;雞腿;165;500;1;看起來令人垂涎欲滴的雞腿，不過無法確認材料是否是真的雞肉。;
12;11;得得樹葉;274;1000;1;帶有隱約香氣的得得得樹葉。好像可以吃。;
12;12;白色藥水;160;1600;1;HP約恢復325。;
12;13;喬喬葉;272;1200;1;不知道為什麼……總感覺可以吃;
12;14;高級朱黃色藥水;280;0;1;HP約恢復800。;
12;15;高級黃色藥水;281;0;1;HP約恢復1000。;
12;16;高級白色要水;282;0;1;HP約恢復1200。;
12;17;草綠藥水;161;90;1;治療中毒和不可移動;
12;18;紅草樹葉;241;100;1;散發出令人心情愉快的獨特香氣。好像可以吃。（解毒效果）;
12;19;集中藥水;162;0;1;Aspd+15.持續時間30分鐘。;
12;20;力量藥水;163;0;1;Atk+15.持續時間30分鐘。;
12;21;魔法抵抗藥水;164;0;1;Mdef+15.持續時間30分鐘。;
12;22;蝴蝶翅膀;168;800;1;向卡夫拉保存位置傳送。;
12;23;烤全雞;169;0;1;STR+4.持續時間30分鐘。;
12;24;超辣咖哩;170;0;1;AGI+4.持續時間30分鐘。;
12;25;龍之湯;171;0;1;VIT+4.持續時間30分鐘。;
12;26;蛤仔湯;172;0;1;INT+4.持續時間30分鐘。;
12;27;海陸燒烤串;173;0;1;SPR+4.持續時間30分鐘。;
12;28;古老的藍色箱子;175;2000;1;打開箱子可能會冒出什麼東西來。;
12;29;聖誕襪;389;2000;1;創造聖誕節奇跡的機率。;
12;30;福袋;856;2000;1;新年快樂。;
12;31;秘法傳書;176;0;1;StatusPoint永久增加10個。(最大可增加80Point);
12;32;孫女兵法;176;0;1;SkillPoint永久增加1個。(最大可增加5Point);
12;33;戰爭教法上;177;0;1;BASIC經驗值取得量增加50%。持續時間30分鐘。;
12;34;戰爭教法初級;177;0;0;經驗值取得量增加20%。持續時間30分鐘。;
12;35;戰爭教法下;177;0;1;Job經驗值取得量增加50%。持續時間30分鐘。;
12;36;閃光魔棒;178;0;1;使技能初始化。;
12;37;時間膠囊;179;0;1;使StatusPoint初期化。;
12;39;古代碑文;181;0;1;最大JobLevel增加至65。;
12;40;友誼的眼淚;223;0;1;可註冊的朋友人數增加5人。(朋友清單的最大限度共為30人);
12;41;祝福的敏捷性;208;0;1;當前地圖中出現的全部人物敏捷性增加10等級。;
12;42;祝福的祈禱;210;0;1;當前地圖中出現的全部人物祈禱增加10等級。;
12;43;拍賣大全;208;0;1;可註冊競買場的道具數字增加5個。(競買場註冊數字的最大限度共為20個);
12;44;發光的藍色箱子;387;0;1;打開箱子可能會冒出什麼東西來。;
12;45;倉庫擴展圖;210;0;1;倉庫可擴展到4格。(倉庫最大限度共為40人);
12;46;高級藍色藥水;156;0;1;SP約恢復400。;
12;47;最高級藍色藥水;156;0;1;SP約恢復800。;
12;48;超攻擊力提升藥;163;0;1;Atk+50。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;49;攻擊力提升藥;163;0;1;Atk+30。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;50;超智慧靈藥;172;0;1;INT+10。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;51;智慧靈藥;172;0;1;INT+5。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;52;超力量靈藥;169;0;1;STR+20。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;53;力量靈藥;169;0;1;STR+10。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;54;經驗值5倍;177;0;0;經驗值取得量變為5倍。維持時間1分鐘。重復使用時，剩餘時間不疊加。;
12;55;經驗值2倍;177;0;0;經驗值取得量變為2倍。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;56;Job經驗值5倍;177;0;0;Job經驗值取得量變為5倍。.維持時間1分鐘。重復使用時，剩餘時間不疊加。;
12;57;Job經驗值2倍;177;0;0;Job經驗值取得量變為2倍。維持時間10分鐘。重復使用時，剩餘時間不疊加。;
12;58;白色藥水(Bouns);160;100;1;HP約恢復325。;
12;59;藍色藥水(Bouns);156;100;1;SP約恢復60。;
12;60;萬聖節禮物;386;0;1;好像裝有萬聖節分享的點心。HP恢復100。;
12;61;經驗值5倍3m;177;0;0;經驗值取得量變為5倍。維持時間3分鐘。重復使用時，剩餘時間不疊加。;
